Date,LUXXX,MSCI ARGENTINA,BLP ORIENTE MEDIO,MSCI AUSTRALIA,MSCI AUSTRIA,MSCI BELGIUM,MSCI BRAZIL,MSCI CANADA,MSCI CHINA,MSCI DENMARK,MSCI EM ASIA,MSCI EM EU-MIDE-AFRICA,MSCI EM EUROPE,MSCI EM LATIN AMERICA,MSCI FINLAND,MSCI FRANCE,MSCI GERMANY,MSCI HONG KONG,MSCI INDIA,MSCI ITALY,MSCI JAPAN,MSCI KOREA,MSCI MEXICO,MSCI NETHERLANDS,MSCI NEW ZEALAND,MSCI NORWAY,MSCI PERU,MSCI RUSSIA,MSCI SINGAPORE,MSCI SOUTH AFRICA,MSCI SPAIN,MSCI SWEDEN,MSCI SWITZERLAND,MSCI UK,MSCI USA
21-Jul-17,1693.285,3325.4,3666.2976,1167.76,149.27,101.27,1850.33,1951.21,77.4,8305.07,532.89,267.612,318.25,2735.81,127.84,148.8,153.71,14670.08,1177.38,59.56,969.73,728.64,6112.63,143.5,132.17,2676.23,1452.18,524.18,1714.75,1383.88,123.86,12584.32,1191.44,2177.81,2356.02
28-Jul-17,1690.129,3286.45,3671.9355,1171.15,153.62,105.15,1849.14,1938.02,78.53,8189.05,539.27,268.192,316.18,2735.88,126.05,148.46,151.01,14769.22,1188.2,60.01,966.25,726.34,6086.85,144.59,131.43,2681.42,1480.96,519.06,1753.23,1399.41,124.73,12421.23,1189.24,2165.09,2358.02
4-Aug-17,1686.464,3286.66,3630.7791,1156.26,153.33,103.87,1911.25,1950.75,79.3,8201.26,537.63,265.789,318.66,2778.49,126.13,148.92,152.11,15074.75,1195.36,60.86,968.03,708.48,6019.42,143.91,133.2,2691.81,1477.49,526.14,1731.17,1409.31,125.3,12419.53,1211.75,2184.27,2358.67
11-Aug-17,1684.914,3201.75,3634.7256,1163.6,150.22,101.43,1891.46,1924.36,79.36,8232.45,530.39,266.734,318.61,2754.92,123.61,146.58,148.6,14756.18,1148.17,60.16,958.84,697.38,5972.82,142.39,134.2,2678.58,1503.56,523.12,1728.42,1397.93,122.56,12270.17,1181.1,2149.36,2320.87
18-Aug-17,1665.349,3500.86,3625.7051,1168.58,151.67,102.28,1913.08,1916.66,79.95,8240.78,533.77,267.763,317.72,2788.47,124.37,147.71,150.76,14741.65,1165.57,60.43,957.88,701.35,6047.81,143.01,137.7,2646.48,1536.31,521.75,1699.3101,1415.06,122.42,12158.8,1181.92,2146.58,2313.57
25-Aug-17,1667.848,3666.15,3626.8326,1159.89,152.12,100.5,2009.54,1920.36,82.09,8294.91,542.35,275.518,329.51,2893.3,123.42,146.43,150.25,14951.7,1167.99,60.38,945.94,706.33,6145.47,141,135.68,2655.8,1598.18,542.51,1691.3101,1444.54,121.22,12169.03,1177.57,2150.81,2327.23
1-Sep-17,1697.645,3605.57,3633.0343,1154.03,152.43,101.06,1997.82,1936.26,82.45,8397.8,543.73,277.773,335.85,2873.1,122.98,146.13,148.91,15184.23,1186.3,60.18,957.2,700.05,6052.6,140.73,134.33,2688.84,1585.66,564.31,1704.73,1431.17,120.79,12222.61,1179.76,2159.66,2355.08
8-Sep-17,1624.907,3687.71,3644.31,1146.93,151.33,101.71,2098.54,1909.71,81.9,8349.12,542.82,277.425,338.36,2953.46,122.95,147.01,151.55,15116.92,1181.86,60.27,947.03,698.75,6001.55,140.87,134.14,2703.51,1598.38,572.39,1678.67,1402.54,118.62,12275.53,1177.48,2149.71,2348.38
15-Sep-17,1653.366,3648.5,3657.23,1149.69,153.45,102.77,2148.47,1933.13,83.78,8291.52,552.1,272.333,335.64,2987.9,124.16,149.66,154.34,15150.49,1200.01,61.52,971.53,716.93,5941.3,142.97,130.92,2754.68,1626.67,574.04,1666.16,1395.7,121.11,12462.15,1194.32,2095.19,2382.14
22-Sep-17,1628.655,3726.34,3632.54,1142.45,156.59,101.32,2133.59,1972.81,85.22,8421.54,557.4,270.3,331.67,2978.96,124.62,151.1,155.31,15141,1182.22,62.22,990.94,731.16,5954.49,142.9,130.91,2813.35,1576.83,576.57,1674.01,1403.8,121.21,12590.48,1206.7,2108.79,2382.63
29-Sep-17,1652.217,3978.25,3563.99,1148.25,156.28,103.56,2080.85,1999.3,82.98,8419.61,542.88,266.066,330.71,2916.69,124.87,153.14,158.07,14994.88,1159.76,62.66,991.42,725.1,5835.61,144.93,130.53,2855.77,1581.28,585.75,1681.08,1385.77,122.46,12919.39,1210.52,2140.61,2399.93
6-Oct-17,1675.658,4094.85,3591.1,1153.74,156.58,105.21,2129.5,2009.03,86.51,8528.23,555.92,267.405,329.88,2953.69,126.23,153.93,159.44,15240.2,1187.83,61.9,1000.35,725.1,5722.68,145.69,129.68,2859.39,1617.27,585.37,1715.05,1432.67,120.09,12970.99,1223.62,2184.72,2428.16
13-Oct-17,1690.177,4170.38,3660.27,1172.45,159.63,106.89,2157.41,2019.51,86.62,8455.96,567.14,277.658,338.32,2965.51,126.61,153.73,160.08,15313.34,1209.4,61.94,1012.28,753.09,5607.79,147.18,129.37,2891.5,1650.47,595.96,1729.98,1463.14,120.56,12945.67,1232.75,2188.58,2430.63
